census_block_group,Median Esimated Visitor Count,Total Population,Percent Male,Median Age,Percent Two races excluding Some other race and three or more races,Percent White alone,Percent Black or African American alone,Percent American Indian and Alaska Native alone,Percent Native Hawaiian and Other Pacific Islander alone,Percent Some other race alone,Percent Two or more races,Percent Asian alone & Two races including Some other race,Total Households,Percent Households with one or more people under 18 years,Percent Households with one or more people 60 years and over,Percent over 25 without a high school diploma,Percent over 25 with a bachelor’s degree or higher,Percent Households Income in the past 12 months below poverty level,Median Household Income,Percent Household received Food Stamps/SNAP,Percent Households received Food Stamps/SNAP have disability,Percent Employed,Percent Civilian labor force,Cluster
360050068003,8.00000549130726,1207,0.5608947804473903,31.8,0.0,0.09030654515327258,0.44407622203811103,0.01657000828500414,0.0,0.36702568351284176,0.014084507042253518,0.0820215410107705,451,0.28824833702882485,0.3614190687361419,0.2687569988801792,0.20940649496080627,0.22172949002217296,64740.0,0.12416851441241684,1.0,0.8924418604651163,0.5700082850041425,2
360050069001,11.882625602190227,3541,0.4874329285512567,28.3,0.04829144309517085,0.11465687658853432,0.4617339734538266,0.0016944365998305564,0.0,0.3679751482632025,0.05393956509460604,0.005648121999435188,1115,0.5067264573991032,0.33183856502242154,0.1801088570014844,0.2859970311726868,0.3237668161434978,49603.0,0.33901345291479823,0.5105820105820105,0.9657039711191336,0.4693589381530641,2
360050069002,7.947912720272776,1521,0.4720578566732413,32.4,0.014464168310322156,0.4358974358974359,0.2952005259697568,0.015779092702169626,0.0,0.2189349112426036,0.014464168310322156,0.01972386587771203,607,0.2586490939044481,0.28500823723229,0.4011684518013632,0.10613437195715676,0.2454695222405272,31894.0,0.2883031301482702,0.5142857142857142,0.980030721966206,0.4280078895463511,2
360050069003,12.588945615982242,1336,0.4318862275449102,30.9,0.0,0.04565868263473054,0.5576347305389222,0.0,0.0,0.3211077844311377,0.07559880239520958,0.07559880239520958,515,0.22135922330097088,0.6252427184466021,0.3659574468085106,0.058510638297872335,0.4970873786407767,,0.37087378640776697,0.4083769633507854,0.8613445378151261,0.3562874251497006,2
360050069004,10.222256138022562,1403,0.4069850320741269,22.3,0.037063435495367066,0.011404133998574484,0.3000712758374911,0.0,0.0,0.6514611546685674,0.037063435495367066,0.0,563,0.4067495559502664,0.1349911190053286,0.3740095087163233,0.08399366085578447,0.5399644760213144,18065.0,0.5683836589698046,0.440625,0.9071428571428573,0.3991446899501069,2
360050070001,2.0127618669585314,2575,0.556504854368932,30.7,0.05553398058252427,0.17941747572815533,0.21048543689320387,0.0,0.0,0.4031067961165049,0.056699029126213586,0.15145631067961166,690,0.3753623188405797,0.43478260869565216,0.3004663557628248,0.12258494337108596,0.17246376811594202,56029.0,0.25072463768115943,0.3526011560693641,0.9359205776173284,0.4302912621359224,2
360050070002,9.828457785528148,785,0.5312101910828025,37.4,0.0,0.12229299363057325,0.2713375796178344,0.0,0.0,0.5095541401273885,0.0,0.09681528662420384,260,0.2692307692307692,0.3269230769230769,0.4607329842931937,0.10471204188481677,0.17307692307692307,36250.0,0.03461538461538462,1.0,0.976063829787234,0.4789808917197452,2
360050070003,7.704887043070422,1018,0.3163064833005894,40.3,0.02455795677799607,0.09135559921414538,0.2554027504911591,0.0,0.0,0.4567779960707269,0.05992141453831041,0.1719056974459725,356,0.3679775280898877,0.35674157303370785,0.19405099150141644,0.2237960339943343,0.16573033707865167,41774.0,0.4353932584269663,0.4774193548387097,1.0,0.4420432220039293,2
360050071001,8.884814814814812,894,0.4407158836689038,41.0,0.013422818791946308,0.10738255033557048,0.3557046979865772,0.013422818791946308,0.0,0.5067114093959731,0.016778523489932886,0.003355704697986577,324,0.3765432098765432,0.5833333333333334,0.12056737588652483,0.15886524822695036,0.12037037037037035,64444.0,0.2685185185185185,0.9310344827586206,0.9765166340508806,0.5715883668903803,0
360050071002,8.640920249122221,1901,0.4771173066806944,30.0,0.03682272488164124,0.13466596528143082,0.4245134139926355,0.0,0.0,0.35981062598632296,0.04155707522356655,0.04418726985796949,681,0.4889867841409692,0.183553597650514,0.21739130434782608,0.24196597353497165,0.2657856093979442,38819.0,0.37591776798825255,0.328125,0.9256292906178488,0.4597580220936349,2
360050072001,15.4662326099054,2318,0.5306298533218292,32.4,0.031061259706643658,0.2070750647109577,0.10742018981880933,0.0,0.0,0.35806729939603105,0.031061259706643658,0.29637618636755825,561,0.392156862745098,0.5151515151515151,0.24043367346938774,0.1485969387755102,0.1622103386809269,50552.0,0.213903743315508,0.0,0.9446092977250248,0.4361518550474547,3
360050072002,12.236000292804336,2204,0.5272232304900182,31.8,0.16379310344827586,0.10480943738656988,0.008620689655172414,0.04083484573502722,0.0,0.14972776769509982,0.17105263157894735,0.5322141560798548,582,0.5085910652920962,0.3831615120274913,0.4112280701754386,0.17333333333333334,0.4054982817869416,29375.0,0.3831615120274913,0.41704035874439455,0.9163952225841476,0.41787658802177857,2
360050072003,9.425641025641026,919,0.4526659412404788,40.0,0.01088139281828074,0.19151251360174104,0.5571273122959739,0.011969532100108813,0.0,0.21980413492927092,0.01088139281828074,0.008705114254624592,323,0.30959752321981426,0.5294117647058824,0.1750380517503805,0.273972602739726,0.2693498452012384,45919.0,0.3065015479876161,0.5858585858585859,0.7717171717171717,0.5386289445048966,0
360050072004,12.334926169873865,814,0.5282555282555282,33.7,0.019656019656019656,0.05773955773955774,0.17076167076167076,0.012285012285012284,0.0,0.3611793611793612,0.07125307125307126,0.3783783783783784,166,0.5301204819277109,0.3313253012048193,0.06995884773662553,0.1831275720164609,0.060240963855421686,,0.10240963855421686,1.0,0.9390243902439024,0.40294840294840295,3
360050073001,1.164439985461467,1345,0.4676579925650558,32.8,0.06022304832713755,0.19182156133828995,0.3204460966542751,0.0,0.0,0.4275092936802974,0.06022304832713755,0.0,449,0.31625835189309576,0.5478841870824054,0.4253393665158371,0.01809954751131222,0.5657015590200446,16649.0,0.643652561247216,0.5017301038062283,0.8279301745635909,0.29814126394052043,2
360050073002,13.454956144487412,1549,0.4544867656552615,24.0,0.005810200129115557,0.3034215622982569,0.1723692704970949,0.0,0.0,0.5183989670755326,0.005810200129115557,0.0,440,0.5886363636363636,0.2772727272727273,0.4785992217898833,0.14915693904020752,0.5136363636363637,26293.0,0.5454545454545454,0.26666666666666666,0.8804920913884007,0.3673337637185281,2
360050073003,7.264727962517345,1403,0.43264433357091947,26.6,0.0,0.06486101211689238,0.3627940128296507,0.0,0.0,0.5637918745545261,0.008553100498930863,0.008553100498930863,462,0.4567099567099567,0.17316017316017315,0.2926829268292683,0.044715447154471545,0.4112554112554113,20915.0,0.5757575757575758,0.16541353383458646,0.7269938650306749,0.4647184604419102,2
360050074001,11.456728886568332,938,0.4669509594882729,31.4,0.05650319829424307,0.42217484008528783,0.5213219616204691,0.0,0.0,0.0,0.05650319829424307,0.0,271,0.4612546125461255,0.4317343173431734,0.2902654867256637,0.15398230088495574,0.4206642066420664,,0.4280442804428044,0.3448275862068966,0.9242761692650334,0.4786780383795309,2
360050074002,11.129291388362057,1501,0.586275816122585,27.7,0.0,0.4963357761492338,0.07195203197868089,0.0,0.0,0.4237175216522319,0.007994670219853431,0.007994670219853431,446,0.35650224215246634,0.4932735426008968,0.21759809750297265,0.10939357907253268,0.4282511210762332,,0.4551569506726457,0.35467980295566504,0.9563909774436089,0.4430379746835443,2
360050074003,10.839225204008699,1195,0.38744769874476986,54.5,0.02761506276150628,0.24602510460251045,0.5154811715481171,0.0,0.0,0.19330543933054392,0.045188284518828455,0.017573221757322174,631,0.1774960380348653,0.7115689381933439,0.14696485623003194,0.17358892438764642,0.07765451664025358,39622.0,0.06339144215530904,0.0,1.0,0.40418410041841,0
360050075001,10.994415989734557,1667,0.5110977804439112,24.7,0.0065986802639472104,0.1925614877024595,0.4277144571085783,0.05458908218356329,0.0,0.2471505698860228,0.04799040191961608,0.07138572285542892,497,0.4748490945674044,0.11670020120724345,0.2846625766871166,0.09693251533742332,0.4366197183098591,37054.0,0.5211267605633803,0.5598455598455601,0.9158031088082902,0.4631073785242951,2
360050075002,9.715882148979556,3488,0.4045298165137615,31.3,0.010894495412844036,0.22161697247706424,0.4386467889908257,0.0,0.0,0.3125,0.02723623853211009,0.016341743119266054,1188,0.3838383838383838,0.3097643097643097,0.19910846953937592,0.2298167409608717,0.2685185185185185,32037.0,0.3956228956228956,0.6382978723404256,0.8448275862068966,0.38245412844036697,2
360050075003,4.778450910678644,605,0.4033057851239669,43.8,0.052892561983471066,0.12231404958677684,0.4132231404958678,0.0,0.0,0.3801652892561984,0.08429752066115702,0.03140495867768595,316,0.2689873417721519,0.4873417721518987,0.4314606741573034,0.14382022471910114,0.2848101265822785,21607.0,0.6170886075949367,0.676923076923077,0.974910394265233,0.4611570247933885,2
360050075004,11.062411947027336,932,0.3251072961373391,29.2,0.0,0.05150214592274678,0.4238197424892704,0.07296137339055794,0.0,0.4517167381974249,0.0,0.0,355,0.4169014084507042,0.3408450704225352,0.3802083333333333,0.034722222222222224,0.38309859154929576,26845.0,0.3014084507042253,0.3177570093457944,1.0,0.4302575107296137,2
360050076001,16.409703169805468,1042,0.4568138195777352,32.6,0.0,0.1324376199616123,0.3023032629558541,0.0,0.0,0.3618042226487524,0.0,0.2034548944337812,334,0.4790419161676647,0.08982035928143713,0.19040697674418605,0.4244186046511628,0.1467065868263473,69415.0,0.23652694610778446,0.4177215189873418,0.8571428571428571,0.6046065259117083,0
360050076002,11.247874101453549,1181,0.5309060118543607,33.8,0.012701100762066046,0.1710414902624894,0.2565622353937341,0.0,0.0,0.4386113463166808,0.012701100762066046,0.12108382726502966,315,0.346031746031746,0.3682539682539683,0.15906562847608455,0.15016685205784205,0.09523809523809523,54596.0,0.25396825396825395,0.3875,0.9022662889518414,0.5977984758679086,0
360050076003,10.907094490612495,983,0.5106815869786369,27.9,0.013224821973550356,0.1698880976602238,0.28179043743641913,0.0,0.0,0.5279755849440488,0.013224821973550356,0.007121057985757884,270,0.7222222222222222,0.1111111111111111,0.3358070500927644,0.10575139146567718,0.14074074074074075,46607.0,0.4296296296296296,0.4224137931034483,0.9763033175355451,0.42929806714140384,2
360050076004,7.919120138194685,1369,0.4485025566106648,38.1,0.007304601899196494,0.15631848064280496,0.19795471146822502,0.0,0.0,0.5420014609203798,0.007304601899196494,0.09642074506939373,528,0.4034090909090909,0.5151515151515151,0.2898876404494382,0.06741573033707865,0.4185606060606061,21000.0,0.490530303030303,0.4362934362934363,0.8914893617021277,0.34331628926223523,2
360050076005,5.8528827037773326,736,0.6100543478260869,35.0,0.0,0.09375,0.1983695652173913,0.0,0.0,0.6711956521739131,0.02853260869565217,0.036684782608695655,195,0.41025641025641024,0.3025641025641025,0.5071942446043165,0.17985611510791366,0.4358974358974359,44293.0,0.1794871794871795,0.2,0.8262108262108262,0.4769021739130434,2
360050077001,9.815664089712756,2022,0.466864490603363,29.7,0.011869436201780416,0.2215628090999011,0.3536102868447082,0.021266073194856582,0.0,0.36993076162215627,0.02423343224530168,0.021760633036597428,592,0.4273648648648649,0.34628378378378377,0.3616838487972509,0.1400343642611684,0.35135135135135137,38417.0,0.3327702702702703,0.4467005076142132,0.8816371681415929,0.44708209693372897,2
360050078001,10.329501915708812,1348,0.5022255192878339,42.8,0.014836795252225518,0.3086053412462908,0.505192878338279,0.0,0.0,0.11795252225519287,0.014836795252225518,0.05341246290801187,371,0.4474393530997305,0.4636118598382749,0.203016241299304,0.2529002320185615,0.05929919137466307,119875.0,0.15902964959568733,0.42372881355932196,0.9693094629156009,0.5801186943620178,0
360050078002,13.260224328126155,3446,0.4291932675565873,25.4,0.011317469529889728,0.1314567614625653,0.2176436448055717,0.0,0.0,0.4434126523505514,0.011317469529889728,0.19616947185142194,987,0.5825734549138805,0.3880445795339412,0.25625,0.18181818181818185,0.1479229989868288,44982.0,0.23404255319148934,0.645021645021645,0.9304775280898876,0.4132327336041788,2
360050078003,9.559821428571428,1079,0.5996292863762743,38.4,0.0,0.3002780352177943,0.11399443929564412,0.0,0.0,0.5857275254865616,0.0,0.0,260,0.2384615384615385,0.4538461538461538,0.5745721271393643,0.0,0.2269230769230769,75625.0,0.6038461538461538,0.0,1.0,0.5143651529193698,2
360050078004,16.339101511515302,1542,0.5045395590142672,36.7,0.0311284046692607,0.2717250324254215,0.2166018158236057,0.0,0.0,0.42153047989623865,0.0311284046692607,0.05901426718547341,583,0.4854202401372213,0.2624356775300172,0.3813905930470348,0.2085889570552147,0.3687821612349914,30929.0,0.5077186963979416,0.5709459459459459,0.9758454106280192,0.4027237354085603,2
360050079001,11.545423870390778,1879,0.3869079297498669,25.2,0.017030335284725917,0.1128259712613092,0.4310803618946248,0.0,0.0,0.4289515699840341,0.02714209686003193,0.010111761575306013,610,0.5934426229508196,0.4360655737704918,0.3395252837977296,0.04231166150670795,0.5639344262295082,21087.0,0.7213114754098361,0.4181818181818182,0.7488372093023256,0.3432676955827568,2
360050079002,7.44368616527391,669,0.4394618834080717,37.1,0.04783258594917788,0.19581464872944693,0.656203288490284,0.0,0.0,0.10014947683109117,0.04783258594917788,0.0,245,0.2816326530612245,0.2530612244897959,0.3897911832946636,0.1136890951276102,0.6979591836734694,,0.19183673469387755,1.0,0.8571428571428571,0.3452914798206278,2
360050079003,9.479257641921398,1083,0.5198522622345337,28.6,0.0,0.04155124653739612,0.3924284395198521,0.0,0.0,0.5660203139427517,0.0,0.0,378,0.4444444444444444,0.1984126984126984,0.2310177705977383,0.0,0.7433862433862434,15283.0,0.8650793650793651,0.4434250764525994,0.8453237410071942,0.2566943674976916,2
360050079004,12.810690408463627,1763,0.5014180374361883,28.1,0.01588201928530913,0.04651162790697674,0.22234826999432786,0.0,0.06239364719228588,0.6403857061826432,0.028360748723766312,0.012478729438457176,603,0.5091210613598673,0.18407960199004972,0.3359605911330049,0.1832512315270936,0.0978441127694859,60933.0,0.4461028192371476,0.4423791821561338,0.9680365296803652,0.4968803176403857,2
360050079005,5.373973678424474,536,0.2667910447761194,33.4,0.04104477611940298,0.31902985074626866,0.5634328358208955,0.0,0.0,0.07649253731343282,0.04104477611940298,0.0,214,0.4672897196261682,0.5046728971962616,0.4006024096385542,0.22289156626506024,0.5654205607476636,,0.41121495327102797,0.4318181818181818,1.0,0.2388059701492537,2
360050079006,10.5612777053455,1258,0.5087440381558028,24.8,0.0,0.06995230524642289,0.11128775834658187,0.0,0.0,0.8187599364069952,0.0,0.0,391,0.3682864450127877,0.43478260869565216,0.3922829581993569,0.0,0.7263427109974424,,0.6879795396419437,0.5055762081784386,0.7136752136752137,0.3720190779014309,2
360050083001,13.011695040710585,1254,0.6060606060606061,37.5,0.0,0.16507177033492826,0.2025518341307815,0.0,0.0,0.6323763955342903,0.0,0.0,367,0.40599455040871935,0.5013623978201635,0.3925729442970822,0.12997347480106097,0.2343324250681199,65562.0,0.2016348773841962,0.5405405405405406,0.9769503546099292,0.4497607655502393,2
