poi_cbg,naics_code,density
360050020001,722513,0.052805280528052806
360050020001,813110,0.01733232856066315
360050020002,446110,0.009181799632728015
360050020002,621111,0.0004080799836768007
360050020002,621910,0.00010604453870625662
360050020002,722511,0.1970260223048327
360050020003,611110,0.0021095933758768
360050020003,624410,0.0018053728975469452
360050023001,517312,0.014089121887287025
360050023002,611110,0.0016527612236789829
360050023003,611110,0.0008577361784091251
360050023003,624410,0.003207911239749156
360050023003,713990,0.0027327867759781373
360050024001,811192,0.0016174010039040716
360050025001,442110,0.0005827505827505828
360050025001,517312,0.004484304932735426
360050025001,722511,0.012353304508956144
360050025001,722513,0.015275781559712216
360050025001,722515,0.025241675617615467
360050025002,623312,0.0002651113467656416
360050025002,624410,0.003048780487804878
360050025003,445230,0.0037095919448860634
360050025003,621111,0.001048767697954903
360050025003,713940,0.027930174563591027
360050025003,722511,0.021037868162692847
360050025003,722513,0.017994858611825194
360050025004,446110,0.03125
360050025005,446191,0.021900664841611264
360050025005,447110,0.006580507469765236
360050025005,611110,0.0028807297489702828
360050025005,624410,0.002611685462878816
360050027011,488410,0.0023393002441008948
360050027011,713990,0.005156380176082502
360050027012,621111,0.0002035623409669211
360050027012,621910,0.002544529262086514
360050027012,624410,0.0009283819628647217
360050027012,722511,0.029748283752860413
360050027021,444120,0.005716705483802668
360050027021,445110,0.01162103604490841
360050027021,445120,0.06393129770992366
360050027021,447110,0.005656790466917049
360050027021,811111,0.0015884554290175807
360050027022,443142,0.0044985445885154796
360050027022,445110,0.006679283090281643
360050027022,446110,0.0049166666666666655
360050027022,447110,0.003956632812013209
360050027022,722511,0.027750540054348932
360050027022,813110,0.000502108857200241
360050027023,445110,0.0035262807717897533
360050027023,446110,0.002928870292887029
360050027023,611110,0.0007809726659566915
360050027023,621111,0.0004039587962027873
360050028001,445110,0.005993795150063429
360050028001,446110,0.024390243902439025
360050028001,488410,0.0005292055301977907
360050028001,531130,0.0031103019268699738
360050028001,611110,0.0009715025906735752
360050028001,621492,0.00092658452208308
360050028001,624410,0.0095512082853855
360050028001,722513,0.03953355426398336
360050028001,722515,0.012963067272610894
360050028003,713990,0.009912739965095986
360050031001,442110,0.0008795239342789774
360050031001,443142,0.0058108108108108104
360050031001,445110,0.007801743919229004
360050031001,722511,0.0035534158642824393
360050031001,722513,0.007344758513242822
360050031001,813110,0.0001004520341536916
360050033002,445110,0.0056022408963585435
360050033002,611110,0.0012470210053760462
360050033003,445110,0.02117863720073665
360050033003,813110,0.0009650180940892643
360050035001,445110,0.012311358220810168
360050035001,488410,0.002210035196856839
360050035001,611110,0.00017268445839874408
360050035002,722511,0.12857142857142856
360050035003,445110,0.0009456318403845815
360050035003,448210,0.0003009328919650918
360050035003,722511,0.04832251082251082
360050035003,722513,0.014773736525780469
360050039001,446110,0.007058355606465573
360050039001,448110,0.00035486160397445
360050039001,611110,0.0001110370863868532
360050039001,722511,0.03682487725040917
360050039001,722515,0.023068669527897
360050039002,446110,0.0017251293847038527
360050039002,453110,0.0083986562150056
360050039002,611110,5.305602716468591e-05
360050039002,713990,0.00209253948129639
360050039002,722511,0.01567749160134379
360050039002,813110,0.0002977963073257892
360050039003,446110,0.010490215856364737
360050039003,519120,0.003577480700433064
360050039003,611110,0.002457254018634176
360050039003,621512,0.002841312686461145
360050039003,624410,0.0005119279205487867
360050039003,722511,0.04171779141104295
360050039004,722511,0.026517383618149683
360050039005,445110,0.021917808219178082
360050039005,446110,0.0008962857817598148
360050039005,446130,0.00010559662090813095
360050039005,453110,0.0075187969924812035
360050039005,611110,0.0005083022704168078
360050039005,624410,8.471704506946798e-05
360050039005,722511,0.0004223864836325238
360050039005,722513,0.0003871876099964801
360050040011,442110,0.003737214791502754
360050040011,447110,0.004260988003990161
360050040011,611110,0.00028672660618100644
360050040011,624410,0.0008586809339806466
360050040011,713990,0.0022232099531245735
360050040011,722513,0.0364741641337386
360050041001,622110,0.013581320666354452
360050041001,722511,0.11970899470899472
360050041001,813110,0.0007554296506137865
360050041002,531130,3.3100526298368146e-05
360050041002,611110,0.00024022399827829525
360050041002,624120,0.0008392782207301719
360050041002,624410,0.002375869019630836
360050041002,813110,0.007374631268436578
360050041003,722513,0.07121719402484583
360050041003,813110,0.0006775067750677508
360050041004,446110,0.015222817685871873
360050041004,624410,0.005551237926057511
360050041004,722511,0.04406580493537015
360050042001,447110,0.006025630145124332
360050042001,517312,0.0012254901960784314
360050042001,722511,0.024090694378837974
360050042002,722513,0.10348706411698537
360050042003,621210,0.010022846193529368
360050042004,611110,0.000881257639935185
360050042004,622110,0.003160841686986364
360050042004,624410,0.000568553316087216
360050042004,713990,0.0012301903176785585
360050042005,0,7.81616382679381e-05
360050042005,445120,0.0029272898961284232
360050042005,446110,0.00028935185185185184
360050042005,446130,0.006386375731772219
360050042005,448130,0.002320622177621676
360050042005,448140,0.0020646226902033653
360050042005,532111,0.0012025554302893648
360050042005,611110,0.0005428881650380022
360050042005,713990,0.0015956397798375676
360050042005,722511,0.022501308215593933
360050042005,722513,0.023065833733781838
360050042006,446130,2.9550827423167854e-05
360050042006,448120,0.011933174224343677
360050042006,448140,0.006127237962802018
360050042006,448210,0.0069881201956673656
360050042006,452210,0.0002218704523831133
360050042006,517312,0.0016496205872649288
360050042006,531120,0.0011015091794095927
360050042006,621111,4.762433921229343e-05
360050042006,722513,0.013234631199782666
360050043001,446110,0.0092084292544714
360050043001,446130,0.005764479824320615
360050043001,448140,0.004523081016362911
360050043001,517312,0.013513513513513514
360050043001,611110,0.002079151132778893
360050043001,611620,0.00031333228889237035
360050043001,624410,0.0019357613994837968
360050043001,721110,0.024969010093855142
360050043001,722511,0.012690355329949237
360050043002,443142,0.00819252432155658
360050043002,446110,0.0014908684308609765
360050043002,517312,0.0032206119162640897
360050043002,611110,0.00037541060534960113
360050043002,622310,0.0005720823798627003
360050043002,624410,0.00031284217112466763
360050043002,713990,0.0019909164437255018
360050043002,722511,0.008484164535613079
360050043002,722513,0.07066573475141924
360050043002,722515,0.002258355916892502
360050043002,813110,0.00045192633600723084
360050043003,445120,0.008701472556894244
360050043003,446110,0.003259452411994785
360050043003,611110,0.000590434953749262
360050043003,624410,0.000393623302499508
360050043003,722511,0.007322748425951274
360050043004,813110,0.0004076640847941296
360050044001,624410,0.010374673938819063
360050044002,445110,0.003844510892780862
360050044002,446110,0.002456215292609996
360050044002,621210,0.00010679196924391286
360050044003,445110,0.004479283314669653
360050044003,517312,0.0003818251240931654
360050044003,621492,0.0011972738994289927
360050044003,722513,0.03330068560235064
360050044004,722511,0.008021795065839261
360050044004,722513,0.0019354838709677422
360050044004,813110,0.0006233118637024725
360050046001,443142,0.00023580138785959712
360050046001,445110,0.0029643603045206497
360050046001,446110,0.01100209486266495
360050046001,722511,0.01885621946709039
360050048001,446110,0.0004662004662004662
360050048001,517312,0.0009276437847866419
360050048001,522110,0.003529411764705883
360050048001,611620,0.0010056989607777405
360050048001,611692,0.001340931947703654
360050048001,722511,0.01391425475932518
360050048002,446110,0.0022157595900844764
360050048002,448210,0.02771084337349397
360050048002,522110,0.00029632556301856976
360050048002,611110,0.0010376888593724056
360050048002,624410,0.0002213736233327799
360050048002,722511,0.004249565469227181
360050048002,722515,0.020195261327189774
360050050011,0,0.00022296544035674468
360050050011,811192,0.0008120178643930166
360050050012,512131,0.0013588187335809405
360050050012,624410,0.00036235166228825073
360050050012,722511,0.08462238398544131
360050050012,812199,0.0012111049003167506
360050050014,311811,0.0036171396772398438
360050050021,443142,0.005228870221155495
360050050021,446110,0.0009443761830712343
360050050021,448130,0.0003354579000335458
360050050021,722320,0.033563672260612035
360050050021,722511,0.005396297813446615
360050050021,722513,0.1724738675958188
360050050021,813110,0.00972644376899696
360050050023,448140,0.012427506213753109
360050050023,448210,0.002769328551323376
360050050023,562211,0.0026680896478121665
360050050023,722513,0.02204356846473029
360050050024,621210,0.005758157389635317
360050051001,445110,0.01068794219479151
360050051001,445120,0.0188987400839944
360050051001,447110,0.0018835938971557735
360050051001,451211,0.01548867758062935
360050051001,492110,0.0008278145695364237
360050051001,522110,0.0008281573498964803
360050051001,531130,0.0014263074484944533
360050051001,611210,0.00042516311546449067
360050051001,621399,0.0007622398123717385
360050051001,623110,0.007583029372240353
360050051001,713940,0.0043179587831207065
360050051001,721110,0.00521505376344086
360050051001,722511,0.011691278496070283
360050051001,722513,0.015729757607013926
360050051001,811111,0.0010271489550319876
360050051001,813110,0.0019197542714532538
360050051002,444110,0.009266561514195585
360050051002,445110,0.0017750969409737183
360050051002,446110,0.002969392416628597
360050051002,448120,0.009931368591037543
360050051002,517312,0.00046948356807511736
360050051002,611110,0.00027509011572756596
360050051002,622310,0.0006576243321002878
360050051002,624410,0.0038037276531000383
360050051002,722511,0.08992805755395683
360050051002,722515,0.07624113475177305
360050051003,445110,0.004026845637583893
360050051003,624410,0.002225291589932474
360050051003,713990,0.0018394454556015954
360050051003,813110,0.0026678523788350376
360050052001,611110,0.0007918263090676884
360050052001,624410,0.0007808687164470473
360050052001,722511,0.16690042075736325
360050052001,811111,0.0020625795409663404
360050052001,811191,0.0001367677228174151
360050052001,811192,0.000192789666473877
360050052002,445110,0.0037707390648567115
360050052002,722511,0.008435428800964049
360050052002,722513,0.03499429440852035
360050053001,624410,0.0026109660574412533
360050053002,445110,0.004919211412570478
360050053002,611110,0.00015040178763267586
360050053002,624410,7.520089381633792e-05
360050054001,445210,0.00031201248049922
360050054001,446110,0.0022496087636932707
360050054001,722511,0.021739130434782608
360050054001,722515,0.022306855277475515
360050054002,445110,0.000967117988394584
360050054002,621210,0.00025097251850922326
360050054002,722511,0.041995489339039585
360050054002,722513,0.011795708369933492
360050054002,812112,0.003603603603603604
360050054003,442110,0.02824858757062147
360050054003,445110,0.013297872340425532
360050054003,445120,0.005649717514124294
360050054003,447110,0.0282114784106816
360050054003,722511,0.14105504587155962
360050054004,445110,0.0037302725968436155
360050054004,522298,0.00022261798753339267
360050054004,722511,0.011244668476153548
360050056001,611110,0.00044386258502819294
360050056001,624410,0.0001922774388645143
360050056001,813110,0.05821917808219178
360050056003,446110,0.0005006508460999299
360050056003,722511,0.05925925925925926
360050056003,722513,0.003604686091919495
360050056003,813110,0.009243697478991595
360050059021,445110,0.01171830985915493
360050059021,446110,0.0010704225352112676
360050059021,722513,0.02392947103274559
360050059022,446110,0.0010741745816372683
360050059022,722511,0.004572273900394444
360050060001,448190,0.0059874548564911615
360050060001,491110,0.003551912568306011
360050060001,611110,0.00031220243205694575
360050060001,624410,0.00014049109442562557
360050060001,722511,0.007983273141988215
360050061001,443142,0.0002554931016862545
360050061001,445110,0.003014045451805413
360050061001,446110,0.006041174970808271
360050061001,448130,0.0020522955305564
360050061001,517312,0.000293513354857646
360050061001,522110,0.0003988411433466823
360050061001,531120,0.0017540497914302136
360050061001,621210,0.0024174053182917004
360050061001,713940,0.008632028937849392
360050061001,722511,0.009861590459883192
360050061001,722513,0.014962278006051525
360050061001,722515,0.02644230769230769
360050061002,621210,0.0007836308228123638
360050061003,445110,0.002645502645502645
360050061003,611110,0.00023440959169321866
360050061003,611699,0.0007564296520423602
360050061003,624410,0.00025717518773788703
360050061003,722410,0.045911047345767585
360050061003,722511,0.010025275858450663
360050062002,624410,0.008687258687258687
360050062002,713990,0.0027165441995101315
360050062003,623312,0.0031015917602996252
360050062004,446110,0.0017331022530329286
360050062004,519120,0.0009229349330872172
360050062004,722511,0.09465478841870824
360050062004,722513,0.05045180722891567
360050062005,443142,0.0070226070226070214
360050062005,445110,0.010490693739424704
360050062005,722511,0.02286244510257403
360050063001,722410,0.00020165300214359903
360050063001,722511,0.0006657311440631147
360050063001,722513,7.51597143930853e-05
360050063001,722515,7.51597143930853e-05
360050063002,442110,0.002985849668960145
360050063002,443142,0.008761008899340618
360050063002,444130,0.001076276084746776
360050063002,445120,0.007963123246042337
360050063002,446191,0.00019000570017100514
360050063002,447110,0.010120629728071968
360050063002,448140,0.00029274290342411614
360050063002,448210,0.006550473739618669
360050063002,452210,0.0017906884202148823
360050063002,517312,0.004640371229698376
360050063002,531120,0.003861504303372167
360050063002,531130,0.0014674772731604125
360050063002,611110,0.00010769865915169355
360050063002,624410,0.0013521634615384615
360050063002,713940,0.0008122157244964263
360050063002,713990,0.002730397353120684
360050063002,721110,0.02177128875849849
360050063002,722410,0.08456925399388736
360050063002,722511,0.013456121343445288
360050063002,722513,0.0007884924319464709
360050063002,722515,0.051367360031718275
360050063002,811111,0.0007436901331289711
360050063002,811191,0.0015608740894901144
360050063002,812112,0.00331858407079646
360050063003,446110,0.0007689021785561727
360050063003,448140,0.00016345210853220007
360050063003,722410,0.005211448099102948
360050063003,722511,0.009933902647937858
360050063003,722513,0.004784280222127296
360050063003,722515,0.006478532996596025
360050063004,722410,0.006062931696085955
360050063004,722511,0.0036033016298655045
360050063005,453110,0.010363707469691045
360050063005,453310,0.0018469169678900293
360050063005,812113,0.0001467782181124321
360050063006,444110,0.0020569718880508628
360050063006,722511,0.00474150242787775
360050064001,3231,0.020903010033444816
360050064001,621210,0.030303030303030307
360050064001,813110,0.0003182686187141948
360050064002,722511,0.00911967243625535
360050064004,445110,0.04939063502245029
360050064004,722511,0.0336179295624333
360050065001,443142,0.008575380359612727
360050065001,446110,0.0018608978832286573
360050065001,448120,0.005834305717619603
360050065001,448190,0.02292768959435626
360050065001,522298,0.00048567265662943164
360050065001,621111,0.0005003077652896737
360050065001,621492,0.004105816573479096
360050065001,621610,0.00048567265662943164
360050065001,722511,0.012730027143061469
360050065001,722513,0.024484536082474227
360050065001,722515,0.035672514619883036
360050065001,812199,9.72384286269934e-05
360050065001,813110,0.00012615112905260502
360050065002,445110,0.025630756908289948
360050065002,445220,0.002067641411903707
360050065002,446110,0.0038857142857142853
360050065002,722513,0.04938664363063121
360050065003,624410,0.00031022180859314417
360050065003,722511,0.028460543337645538
360050065004,446110,0.0009930486593843098
360050065004,446130,0.0012873326467559216
360050065004,448120,0.0016763181956720513
360050065004,448210,0.004389815627743635
360050065004,517312,0.0013623978201634875
360050065004,522110,0.001091703056768559
360050065004,621410,0.0007541478129713424
360050065004,713940,0.0031893004115226336
360050065004,722511,0.04037578886976477
360050065004,722513,0.014673669317927835
360050065004,722515,0.025177025963808025
360050067001,445110,0.0005658775818164671
360050067001,446110,0.02542162710025375
360050067001,448130,0.0018365472910927454
360050067001,448210,0.00042735042735042735
360050067001,721110,0.019517795637198618
360050067001,722511,0.01774112943528236
360050067002,445110,0.0014367816091954025
360050067002,446110,0.0051219840948914935
360050067002,611110,9.975138884626008e-05
360050067002,624410,0.0029520295202952033
360050067002,713940,0.018464120856063783
360050067002,713990,0.0005627524724892046
360050067002,722511,0.02251270878721859
360050067003,624410,0.004907584448693435
360050067005,722511,0.015614834092387769
360050067006,445110,0.005010438413361169
360050067006,446110,0.03386581469648562
360050067006,722513,0.02200172562553926
360050068002,446110,0.010585624039610723
360050068002,447110,0.0019254219883191065
360050068002,448120,0.0027788584449508144
360050068002,491110,0.00033398274422488173
360050068002,624410,0.0009463179628355127
360050068003,445110,0.031065881092662024
360050068003,713990,0.0011808779216548578
360050069001,445110,0.017181451164724765
360050069001,445120,0.0024
360050069001,446110,0.009886488465763456
360050069001,722511,0.006849702075200329
360050069001,722513,0.059710873664362035
360050069001,722515,0.03904170363797693
360050069001,812111,0.00021052631578947367
360050069001,812112,0.00033684210526315785
360050069002,445110,0.009734513274336285
360050069002,445120,0.007972097658196313
360050069002,445230,0.005073477956613015
360050069002,446110,0.0038039631988676576
360050069002,611110,0.00021077776997119367
360050069002,624410,0.00010538888498559684
360050069002,722511,0.05994987361778251
360050069002,813110,0.014415781487101669
360050069003,623312,0.009074669524830296
360050070001,813110,0.0031316000291311628
360050070002,445110,0.02551207625951922
360050070002,446110,0.0022338049143708115
360050070002,722511,0.010943912448700409
360050070002,722513,0.006509004122369278
360050070003,722410,0.0024086712163789645
360050070003,722511,0.004254112308564946
360050071001,446110,0.005323054331864904
360050071001,611110,0.0007896555127825486
360050071001,722515,0.00581170089112747
360050071001,811412,0.0004455666122085252
360050071002,442110,0.01808066759388039
360050071002,442210,0.00030219849404417135
360050071002,445110,0.002158729453522505
360050071002,446110,0.003232758620689655
360050071002,446130,0.0030404080031384857
360050071002,446191,0.002520478890989288
360050071002,448120,0.010626603151337486
360050071002,448130,0.0020341741253051267
360050071002,448140,0.0006152287203242617
360050071002,448210,0.000740009866798224
360050071002,491110,0.0015868570895174088
360050071002,517312,0.015657620041753653
360050071002,531120,0.0010360445878874996
360050071002,611110,0.0017874667040515915
360050071002,621111,0.00043484929959738863
360050071002,621320,0.0006997900629811056
360050071002,621492,0.0011532280933925702
360050071002,624410,0.0029974385525096733
360050071002,713940,0.009345794392523364
360050071002,713990,0.0016630172676626294
360050071002,722511,0.0005288473645772998
360050071002,722513,0.09339573476826285
360050072001,722511,0.01993558945672088
360050072001,813110,0.010537288099158123
360050072002,446110,0.0006299212598425198
360050072002,517312,0.0011693626973299552
360050072002,522110,0.0012285012285012285
360050072002,621210,0.0006496459429610862
360050072002,722511,0.08407572383073497
360050072003,445110,0.0004319965440276478
360050072003,445220,7.254788160185723e-05
360050072003,446110,0.0002159982720138239
360050072003,448210,0.038745387453874534
360050072003,522110,0.000390777647518562
360050072003,522390,0.00046663555762949143
360050072003,722511,0.037304452466907334
360050073001,446110,0.0064724919093851144
360050073001,621210,0.00032803017877644736
360050073001,722511,0.08923076923076922
360050073002,447110,0.010564924381049005
360050073002,621210,0.00038610038610038615
360050073002,722511,0.037296037296037296
360050073003,485999,6.453139452343565e-05
360050073003,611110,0.0007636215018606552
360050074002,611110,0.0009810868261841174
360050074002,624410,0.0008044605953008405
360050075001,445210,0.003216966519718813
360050075001,446110,0.009020960466967366
360050075001,722513,0.04234841193455245
360050075002,562211,9.73946919892866e-05
360050075002,611110,0.0008420930367617167
360050075002,621111,0.0016455980252823696
360050075002,621492,0.00446125497041994
360050075002,624410,0.0031340944705618985
360050075002,713990,0.0016364785956038234
360050075002,811111,0.0016524105754276827
360050075002,812112,0.0010229132569558102
360050075002,813110,0.0015812062344702962
360050075004,445110,0.0008498398378767077
360050075004,624410,0.00871578373961596
360050075004,713990,0.0022763698868783536
360050075004,722511,0.04429819258901046
360050076001,447110,0.006204963971176942
360050076001,621493,0.002614720878546215
360050076002,311811,0.015339663988312638
360050076002,722511,0.05546996576408341
360050076003,812111,0.0007658497602557272
360050076003,813110,0.001336898395721925
360050076004,611110,0.0007479861910241657
360050076004,624410,0.00046029919447640965
360050076004,722515,0.03505291005291005
360050076004,811111,0.0004590665646518745
360050076004,812112,0.0014657383657017222
360050076004,813110,0.0060790273556231
360050076005,453110,0.01899063475546306
360050076005,453991,0.0020467337540508272
360050076005,488410,0.001851851851851852
360050076005,611620,0.0004707359171504785
360050076005,722410,0.004434589800443459
360050076005,722511,0.00281195079086116
360050076005,722513,0.03789826911341973
360050076005,813110,0.009083152105689926
360050077001,443142,0.0020903738285196673
360050077001,445110,0.009071340713407134
360050077001,446110,0.011559272011805214
360050077001,517312,6.967912761732224e-05
360050077001,519120,0.006429576049829215
360050077001,611110,7.956082425013923e-05
360050077001,624410,0.00019890206062534804
360050077001,722511,0.007111637824295049
360050077001,722513,0.04905875641756988
360050077001,722515,0.005400597540407326
360050077001,813110,0.003462181847163347
360050078001,445110,0.024453446308133585
360050078001,611110,0.0003594050087401809
360050078001,624410,6.135722174499939e-05
360050078001,722511,0.04356181934657271
360050078001,813110,0.005101093492863102
360050078002,453110,0.005645730416372618
360050078002,722511,0.01099537037037037
360050078002,722513,0.0022342342342342343
360050078002,812112,0.009538432319923512
360050078002,812113,7.207207207207208e-05
360050078002,813110,0.0023439789041898623
360050078003,453910,0.020359687818120118
360050078003,722511,0.011183135317773657
360050078004,812112,0.008724965298433472
360050079001,445110,0.012272534913245876
360050079001,624410,0.0010548594366673156
360050079001,713990,0.002518203883495145
360050079001,722511,0.003570390667164861
360050079002,624410,0.002320954907161804
360050079002,722511,0.002303484019579614
360050079003,622110,0.0004686035613870666
360050079003,722513,0.06975672632452293
360050079003,722515,0.041788384281799554
360050079004,611110,0.0002637399299299482
360050079004,713990,0.0018943699325604305
360050079004,722513,0.034163288940359006
360050079006,624410,0.006269914688046048
360050079006,813110,0.001049501486793773
360050083001,611110,0.00022363712902546832
360050083001,624410,0.00015786150284150704
360050083001,722410,0.020081814801041282
360050083001,722511,0.019689583482686932
360050083001,813110,0.004472271914132379
360050083003,722515,0.014327855035819638
360050083004,444130,0.0011902105184854572
360050083004,446110,0.008116189662537377
360050083004,611110,0.00022071400982177344
360050083004,624410,8.276775368316503e-05
360050083004,722511,0.006701588930074212
360050083004,722513,0.009488768396591787
360050083004,813110,0.00016770082173402648
360050083005,445110,0.0010329511414110114
360050083005,445120,0.0063572671506466815
360050083005,446110,0.002398081534772182
360050083005,722511,0.01234580076485339
360050083005,722515,0.0039660579228924546
360050083006,441110,0.004755944931163955
360050083006,444130,0.003382605069273898
360050083006,445210,0.0020826270160313846
360050083006,813110,0.00029556650246305416
360050084002,445110,0.04077010192525481
360050084002,624410,0.0031815610859728507
360050084002,813110,0.008339095699802608
360050085001,441120,0.002883383169585647
360050085001,443142,0.015434606011372868
360050085001,444120,0.0005911330049261082
360050085001,445120,0.0074094401756311734
360050085001,447110,0.006840054084148573
360050085001,713990,0.0025533945829853237
360050085001,722511,0.04793028322440087
360050085001,722515,0.001216298398540442
360050085002,446110,0.002488722974023954
360050085002,624410,0.0032604265724765656
360050085003,611110,0.00014579809879279175
360050085003,621498,0.0005668130933824571
360050085003,624410,0.00014579809879279175
360050085004,445110,0.02035690680766689
360050085004,445120,0.0028547638872368267
360050085004,722511,0.006002400960384154
360050085005,517312,0.0016863406408094436
360050085005,722511,0.027210884353741496
360050085005,722513,0.03401898734177215
360050086001,624410,0.0024316700710047662
360050086003,623312,0.000694587363655073
360050086003,624410,0.0006045482609590451
360050086003,713990,0.003652317728671843
360050087001,445120,0.0034155597722960148
360050087001,447110,0.006991260923845194
360050087001,621330,0.0013551009872878618
360050087001,624410,0.001208852519992561
360050087001,713990,0.0033208507030311595
360050087001,812111,0.0007555723460521345
360050087001,813110,0.0012431184514295865
360050087002,623110,0.002571294997662459
360050087003,624410,0.000837404047452896
360050087004,722511,0.02948960302457467
360050087005,443142,0.011911852293031568
360050087005,722511,0.021599088379141027
360050087005,722513,0.010865191146881288
360050089001,442110,0.00412211773798789
360050089001,446110,0.0011951000896325069
360050089001,519120,0.00735165412217749
360050089001,611110,0.0013871298474157168
360050089001,621210,8.536429211660763e-05
360050089001,621492,0.007446166230629906
360050089001,624410,0.0013871298474157168
360050089001,713940,0.017159598214285716
360050089001,722511,0.003056027164685909
360050089001,722513,0.00019883680469254858
360050089002,446110,0.0006070171178827243
360050089002,611110,0.000245293432268351
360050089002,722511,0.019225561873815328
360050089002,813110,0.0004815409309791332
360050090001,445110,0.004989488437281009
360050090001,624190,0.0020920502092050207
360050090001,722511,0.002677919337823582
360050090001,811111,0.00010656436487638534
360050090002,442110,0.0026490066225165567
360050090002,442210,0.004283459833170512
360050090002,446130,0.00011355310364965084
360050090002,448210,0.0018770913245735735
360050090002,452210,0.008856372737774355
360050090002,453910,0.021358079245838855
360050090002,492110,0.0010936703826603534
360050090002,517312,0.0007288629737609329
360050090002,531120,0.004934152718109828
360050090002,531130,0.0010588313149361393
360050090002,531210,2.7036453249916858e-06
360050090002,532490,2.7901007226360877e-05
360050090002,611110,0.00016246562648550747
360050090002,713940,0.0005731728088982375
360050090002,722320,0.0004352868973236615
360050090002,722513,0.026770880823410323
360050090002,722515,0.05914243469689503
360050090002,813110,0.0009457159069415547
360050090003,445110,0.004893472860046677
360050090003,446110,0.002705139765554554
360050090003,517312,0.015803336259877086
360050090003,722511,0.08208020050125313
360050090003,812320,0.00210637177461822
360050090004,446110,0.018929823731344064
360050090004,522110,0.0019214932747735386
360050090004,722511,0.056860321384425226
360050092001,611110,0.0020082001506150113
360050092001,722513,0.03614738805970149
360050092001,812111,0.0005857250439293782
360050092001,812930,0.0001743527155435446
360050092001,813110,0.004185291353194558
360050092002,722511,0.01423076923076923
360050092003,3231,0.0007352941176470588
360050092003,445120,0.00012666244458518048
360050092003,446110,0.0002522386177323748
360050092003,447110,0.005527449878208732
360050092003,448190,0.005284791544333529
360050092003,453110,0.020538810349426517
360050092003,517312,0.003949447077409162
360050092003,611620,0.0014188056236295627
360050092003,722410,0.01243781094527363
360050092003,722511,0.008576113002900744
360050092003,722513,0.0036081467985424253
360050092003,722515,0.01250539025442001
360050092003,813110,0.0018529956763434214
360050092004,713940,0.013957307060755335
360050092004,722511,0.01629561900715032
360050092004,722513,0.07368421052631577
360050092004,722515,0.009183604792031229
360050092004,812112,0.0007473841554559044
360050092005,713990,0.004674559219551852
360050092005,722511,0.03146374829001368
360050093000,442110,0.0007317965605561652
360050093001,311811,0.0037077492281882424
360050093001,335220,0.001328290332747985
360050093001,424410,0.0003864233756417388
360050093001,424490,0.0017293849453671574
360050093001,445110,0.000798721453896094
360050093001,445220,0.011496760870877944
360050093001,447110,0.0025929127052722557
360050093001,448190,0.0011005502751375688
360050093001,453110,0.003923936009658921
360050093001,493110,0.0005979669124975084
360050093001,722511,0.02789796609248089
360050093001,722513,0.019184173043338235
360050093001,811111,0.0009581603321622484
360050093002,445110,9.611687812379853e-05
360050093002,445210,0.0011534025374855825
360050093002,445230,0.0021645021645021645
360050093002,446110,0.0028407373828951343
360050093002,491110,0.0006289308176100629
360050093002,517312,0.0035587188612099642
360050093002,722515,0.0018271498863369126
360050093002,811111,0.000328263486158223
360050093003,611110,0.00024685262898049864
360050093003,624410,0.0011129138647401446
