cdi
-219.45474579432252
-720.1717893371826
-897.44550640862
-1938.630037477186
-2144.795384610756
-2037.2413818699044
613.5900856337528
-1777.7611596003444
-196.9854758812604
-1688.602826144068
-1753.94584111958
-1542.1781281236765
-568.5278392577244
-1306.6695923752102
-1213.4650924171021
-1489.9842509377993
-818.1285146066086
115.03055614238902
-1143.422676117035
-1550.1773477868333
-992.1932712280924
686.2960837564068
-1845.3770608114762
-800.1268730615699
-2317.1977194390133
-1545.0597042137078
-1613.3336437678447
-1409.127758672713
-1198.1056066089902
-1613.4052014069703
-1410.6405255053241
-1964.656997585955
-1168.5751689017454
-2084.6628904406534
-876.6886767095577
-1234.028734243577
-1259.2754772009475
-1124.3069760552596
-1590.0026327296343
-2050.7480025281525
-95.4389285142174
-1826.7350584517578
-834.8758473353546
-223.28586471002848
-1875.3316294588712
-381.026702885851
-1576.0226872145715
-2561.232297110838
-1699.3756483396678
-1622.5536569015749
-1328.5996486286745
-524.6767592333192
-2216.234234721271
-2214.11972128896
-1737.662034431371
-995.9757899810642
-578.3151241444612
-2050.074274385896
1288.0115871375995
-2370.7975215075803
-478.91752796701826
-181.93984880692102
-1628.2711115654374
-1935.6181609047073
-1825.7179163349176
-736.4079559591783
-367.52268244981997
-777.5079846458739
-1081.3228028312164
-857.5630123297293
-2126.1239624438285
-1548.1435893470873
-671.5717354956581
-1042.2193394270153
-809.7388968080035
122.08260596253479
-1804.0348881239495
-839.5838426477313
-1608.9656954180302
-1696.6685469201796
-563.6781655162049
-1450.6415242057374
-1350.2609325999354
-1036.9002987470174
-2042.2439279697803
1180.5835602653146
587.7995604255084
-1758.658258228841
-1825.4130533356376
-1891.488057941375
-593.1881895243037
-1455.9144663045577
27.83896518442741
-1022.2992167853747
-1155.4821122834408
-2117.015326152009
-1543.5597876680733
-1471.5643929896603
-1972.7980643044846
-630.8640008757858
-1148.1648201142996
869.3093510600502
-1264.9027147705465
-1249.2557192563538
111.87358625148123
-1119.314237969415
